order_id,payment_sequential,payment_type,payment_installments,payment_value,profit
cItVrkN9oiVK,1,credit_card,1,243.01,29.16
OUvkNi0sA2ks,1,credit_card,6,25.67,3.08
0gQui6LvlU5t,1,credit_card,5,87.96,10.56
pLZBIXXoQDrD,1,credit_card,1,211.16,25.34
NKyiiSfrgbEE,1,wallet,1,53.33,6.40
JfzZhp0Tjdhv,1,credit_card,3,75.73,9.09
dfHIK6FiSMJK,1,credit_card,1,249.39,29.93
1GD1ztHSEY89,1,credit_card,10,151.15,18.14
4EL6KRUybg09,1,credit_card,5,313.93,37.67
AkmfCk8R06qD,1,credit_card,2,68.37,8.20
m68ISWKzviHJ,1,credit_card,1,139.68,16.76
Jb47A3Af9mi8,1,credit_card,4,371.14,44.54
DZ1MJcaivJ1A,1,credit_card,8,211.26,25.35
iuKcjULhAbtK,1,credit_card,15,338.51,40.62
yGcapJ36OCQA,1,credit_card,3,197.06,23.65
3XiC2Rlo50Iu,1,wallet,1,212.01,25.44
dgq4y5ziFJlc,1,credit_card,2,114.58,13.75
uMol3qcCJYDk,1,credit_card,5,36.96,4.44
VgblKNAeuaYZ,1,credit_card,5,36.39,4.37
rRyw0Uv2s6Cr,1,credit_card,6,282.18,33.86
ieDqh6AghnQ1,1,credit_card,3,183.56,22.03
TSmP7B9NYZQR,1,credit_card,1,256.24,30.75
x1curOgPTqWp,1,wallet,1,98.69,11.84
Ee96ATLQSWKh,1,credit_card,10,515.08,61.81
DmUUzfXyVm69,1,credit_card,1,306.63,36.80
fnUhOd9v4vy9,1,wallet,1,175.23,21.03
58RjiVzxQUqW,1,wallet,1,328.08,39.37
7Xkh6efI4nRr,1,credit_card,1,307.86,36.94
1S0V4zm14Sl7,1,credit_card,6,732.68,87.92
yJ9AvqhRv87m,1,credit_card,9,251.82,30.22
Hh2i308tChyu,1,credit_card,1,386.46,46.38
OX3PAIf1m6fY,1,credit_card,3,131.97,15.84
CRz9uZubKDHr,1,credit_card,2,112.1,13.45
YZrS899bLEhp,1,credit_card,4,125.84,15.10
Dy6W5P61hOwE,1,credit_card,9,142.23,17.07
ZN2K6DbGxXmu,1,credit_card,1,138.28,16.59
z0ppW11jMOEz,1,voucher,1,255.33,30.64
my5M3Y1O81eH,1,wallet,1,103.73,12.45
ZCUmP89tgwn8,1,credit_card,1,271.08,32.53
xGteaEANe0M8,1,credit_card,2,203.34,24.40
RY18bAQlLAQ8,1,credit_card,4,2073.25,248.79
KbdHRyE4Ok8u,1,credit_card,1,48.05,5.77
44iBM5ddZAsc,1,credit_card,1,119.67,14.36
wDxGhxIhiaWl,1,credit_card,5,67.95,8.15
zrzHXZTUzOfx,1,credit_card,10,106.17,12.74
XL3tqSGhuACw,1,credit_card,1,148.93,17.87
0tQNH5yMQnRR,1,credit_card,2,35.49,4.26
HMibbC4n9Us9,1,credit_card,2,209.1,25.09
GXDPr1j1Ts2p,2,voucher,1,689.93,82.79
TuYYbacjEAIo,1,credit_card,1,57,6.84
qCyo7rwAzOOQ,1,wallet,1,163.43,19.61
k4DMOE7CQOYf,1,credit_card,5,227.83,27.34
nZzXZ18fOglg,1,credit_card,1,3024.08,362.89
zO3o5CWKRQHt,1,credit_card,10,320.96,38.52
KaBuciUjz8gx,1,wallet,1,175.57,21.07
DPkBB5UwdO20,1,credit_card,2,423.13,50.78
Q7XE8hJj6E2t,1,wallet,1,36.64,4.40
Kceb90mhL8ES,1,credit_card,6,5.78,0.69
QNVf567QxsCo,1,wallet,1,135.71,16.29
yTxwFIsk9dtg,1,credit_card,10,375.93,45.11
NJL5pw4RWM7D,1,credit_card,4,42.82,5.14
JtNzDxuzkRxr,1,credit_card,5,248.94,29.87
4GUbLR1aPK9d,1,credit_card,7,291.12,34.93
IzNblTWVwQAa,1,credit_card,4,242.12,29.05
DHH11XdNlWxX,1,credit_card,8,686.02,82.32
ybfGUmIVyYyg,1,credit_card,5,129,15.48
S604A9iIoCwI,1,credit_card,3,221.16,26.54
zT4J82bYPvE2,1,wallet,1,134.38,16.13
dqPjUcXODdly,1,credit_card,1,51.42,6.17
WgNOCMuHd9W6,1,credit_card,1,67.73,8.13
Uxz0vOb2sQDR,1,credit_card,10,118.59,14.23
49MdL5vZ7jIE,1,wallet,1,421.12,50.53
NprVssoIK8Rn,1,credit_card,2,208.02,24.96
6vSwBHhBtz0y,1,credit_card,5,138.85,16.66
vEPbz2whQgxU,1,credit_card,1,459.5,55.14
GeUtNVVEd1XT,1,credit_card,2,161.84,19.42
7sAifSXQ23RD,1,credit_card,2,957.6,114.91
9h3jzfDGdP1c,1,credit_card,1,294.91,35.39
gzStAybJTkfz,1,wallet,1,219.23,26.31
gJPseMs1Hakn,1,credit_card,7,30.85,3.70
kS4yjVPtRevK,1,credit_card,1,364.46,43.74
1UnYItSfNnuH,1,wallet,1,224.32,26.92
Gm95at56Nqu6,1,wallet,1,44.11,5.29
J2b5mZIZPrkV,1,credit_card,3,28.09,3.37
U5rtf6WMOznU,1,credit_card,2,194.65,23.36
6wQfFGHYwe14,1,wallet,1,486.56,58.39
pMLsg8ksI7gw,1,credit_card,1,76.36,9.16
aXnQTdIQS2og,1,credit_card,2,558.68,67.04
OuJjwLz5wP6k,1,credit_card,3,1301.01,156.12
IGaqiwC7EyOt,1,credit_card,2,173.47,20.82
sKyNRwRqkYZ1,1,wallet,1,228.43,27.41
1MmVLtvdY0P7,1,credit_card,1,112.15,13.46
V9tbrcGpy6jb,1,credit_card,10,368.28,44.19
oBEbcurgbbMq,1,wallet,1,85.77,10.29
yRS6Z2VAVoBh,1,credit_card,3,1016.06,121.93
WufIJL1JEM1S,1,credit_card,1,49.12,5.89
ihTw90B7Ce4l,1,voucher,1,292.24,35.07
3SwoXHKqus94,1,credit_card,6,15.85,1.90
wKrkp9mg3oEL,1,credit_card,1,117.35,14.08
psogapBvNn70,1,credit_card,1,143.28,17.19
gTyLf4leKMK0,1,wallet,1,48.24,5.79
vymz5lkzhWAf,4,voucher,1,68.48,8.22
5Uz8qKeO91Ss,1,wallet,1,113.02,13.56
B3nlGkLw0LjP,1,credit_card,3,81.32,9.76
EnlqVmtdGeU8,1,credit_card,10,373.14,44.78
Qq1LvTK2Mh7F,1,credit_card,1,39.23,4.71
0tKHPrBRUuzE,1,credit_card,6,9.03,1.08
r8WZxibP4aZs,1,credit_card,2,257.19,30.86
Er35i2CvcftB,1,credit_card,1,307.47,36.90
Swr1NW0enI50,1,wallet,1,369.92,44.39
XTQvBgr50gC1,1,credit_card,6,255.16,30.62
RU9dWom6OeBt,1,wallet,1,710.48,85.26
eL2LcStVJsVE,1,credit_card,4,902.03,108.24
6XOzvoFezTKL,1,debit_card,1,62.98,7.56
HVcTCpvsfVP2,1,wallet,1,109.76,13.17
0nMkaYj8IvYn,1,credit_card,1,76.24,9.15
vj9uCrr5eDKe,1,credit_card,3,347.24,41.67
TRslIYyjp0h3,1,wallet,1,203.77,24.45
J3FzTOnoxl4m,1,credit_card,1,214.13,25.70
bCEu75bVXGB2,1,credit_card,1,58.58,7.03
9JSRAze9RRFQ,1,wallet,1,90.74,10.89
mCrq6aBTiAad,1,credit_card,5,214.16,25.70
JCtpaPlN9Ryp,1,credit_card,1,822.16,98.66
lNpLTgIw4wgN,1,wallet,1,308.12,36.97
ravzKAPrd185,1,credit_card,6,476.52,57.18
rJgwGRsaIIY1,1,wallet,1,411.91,49.43
itJCIOvIStXG,2,voucher,1,699.94,83.99
FcO6TwvkFObU,1,wallet,1,168.19,20.18
1ENf37qerWlx,2,credit_card,6,62.42,7.49
ujlTLuyFAAhX,1,credit_card,2,355.38,42.65
TCGIdZJkerR1,1,credit_card,3,86.06,10.33
5Nq56WBuAy60,1,credit_card,6,156.35,18.76
OuRJTUWyI9DC,1,wallet,1,90.19,10.82
27Ei7tBAzqOe,1,credit_card,3,125.13,15.02
Paa6zYSEmIE8,1,credit_card,1,112.97,13.56
Wy0TYO40tcyk,1,wallet,1,87.57,10.51
I1GWXRpzGcCk,1,credit_card,1,177.77,21.33
MgfB4uLCJapY,1,credit_card,3,19.53,2.34
B8E2ntS5gbI3,1,credit_card,1,114.3,13.72
ydv08rUf8bSc,1,credit_card,2,308.28,36.99
sAeq03RRWJlh,1,credit_card,5,426.01,51.12
oG25D2KOljsN,1,credit_card,1,131.43,15.77
Y4W0BaZ51hK7,1,wallet,1,49.21,5.91
r79r8QAd20zn,1,credit_card,10,282.65,33.92
xdmOz14WDkNo,1,credit_card,1,140.38,16.85
p2w6YRIh2lX5,1,credit_card,2,329.76,39.57
y0YXS9WECOsm,1,credit_card,8,218.54,26.22
ePUnLQcX378X,1,credit_card,4,30.94,3.71
xLv8TCOcDRja,1,wallet,1,222.67,26.72
5KikiguTIJxi,1,credit_card,1,650.65,78.08
UjWlSsOvMunI,1,credit_card,10,158.83,19.06
FcTFYOZdVIPb,1,credit_card,4,55.31,6.64
jfawnBBdNXW7,1,wallet,1,42.37,5.08
2z3QE8ykS6G6,1,credit_card,3,205.18,24.62
hQHdVu2sbmx6,1,credit_card,1,62.78,7.53
OpGFeXtdj7nX,1,wallet,1,240.77,28.89
0Re5Spb4iFca,1,credit_card,5,617.24,74.07
MxmcZw4pFDum,1,wallet,1,333.76,40.05
PpeesJBkOaTQ,1,credit_card,2,103.33,12.40
2mCF9Qq5JA0K,1,credit_card,2,94.22,11.31
Hzc80QNBH5b7,1,credit_card,1,38.25,4.59
lvhLGqRpRQ9l,1,wallet,1,446.82,53.62
LgX87UjBx5Uq,1,credit_card,7,126.84,15.22
vkhyJLZVeDlY,1,credit_card,8,650.81,78.10
CXGd1TZ83Lqq,1,credit_card,2,76.83,9.22
raY7LnImf4YC,1,credit_card,9,132.19,15.86
vfVPJYLuheO1,1,wallet,1,410.26,49.23
LSxM8LyaxuCq,1,credit_card,2,364.75,43.77
vZqMaYwuLr3S,1,credit_card,2,721.74,86.61
PzjRvjkAchRE,1,credit_card,1,147.68,17.72
qTSdp389nzzW,1,credit_card,2,373.13,44.78
ZINGGVvn67HZ,1,wallet,1,629.17,75.50
rDmHn42asc0j,1,voucher,1,173.28,20.79
VxUGrNCLLdYi,1,credit_card,5,4681.78,561.81
YZpF4vLSjkKn,1,credit_card,2,1165.99,139.92
vf6uiRPeifs0,1,voucher,1,209.3,25.12
2meHPtH0sBXq,1,credit_card,10,147.53,17.70
7Cpbb2Bb2tqE,1,credit_card,3,839.4,100.73
SmXZE8ADedCW,1,debit_card,1,148.77,17.85
o0MePg6Vsjtd,1,credit_card,8,133.34,16.00
ecwltjwbhKy3,1,credit_card,4,335.35,40.24
yKDIdgM8WFdz,1,credit_card,3,52.49,6.30
9SGLROCyu49t,1,wallet,1,574.77,68.97
H5pYnCSFkzXG,1,credit_card,1,158.48,19.02
jm7hzoBSH5ov,1,debit_card,1,219.73,26.37
E8bEaZ3ToDxq,1,wallet,1,393.84,47.26
DY2D9uOFaz69,1,credit_card,3,174.25,20.91
ESfNXBWr8K0u,1,credit_card,1,319.81,38.38
CwN3m2MlYkT9,1,credit_card,3,78.22,9.39
ZBSjSdKIXtxI,1,credit_card,1,141.09,16.93
RepFH3apgjvG,1,credit_card,5,55.72,6.69
WGSNdmUmB4Eg,1,credit_card,1,177.54,21.30
uwMj50GV83BY,1,credit_card,4,658.3,79.00
I1SHjNqiPp2x,1,credit_card,1,309.35,37.12
wQIC1Fv3kbNv,1,credit_card,1,109.72,13.17
M1CD6MRDtElk,1,credit_card,3,1351.94,162.23
2pAHDYulNpS4,1,wallet,1,51.26,6.15
5HzkXb6bsoEK,1,debit_card,1,126.88,15.23
fsgOD7KhUPbC,1,credit_card,2,210.73,25.29
VXAtLHTyJfnb,1,credit_card,1,38.42,4.61
33hf9BeM2xsl,1,credit_card,1,132.53,15.90
VMY9b55qOBfr,1,wallet,1,127.22,15.27
8s6FihqV8Med,1,wallet,1,56.09,6.73
vDSaCBPcQ3Ie,1,wallet,1,326.94,39.23
UBQ1SPANGRyw,1,credit_card,1,274.24,32.91
5uzvoibX8FHC,1,voucher,1,364.46,43.74
VqyZ6AUjmqsW,1,credit_card,10,581.68,69.80
dcRmdVPaLbev,1,credit_card,1,173.28,20.79
cl3E8qDk7F1J,1,debit_card,1,6.44,0.77
K7LYTRlYmqtl,1,credit_card,8,3.5,0.42
bk8FRhBPYMRp,1,wallet,1,171.74,20.61
IKTPbNd2qqVT,1,credit_card,1,90.79,10.89
BdGzmn2R6z0l,1,credit_card,3,85.76,10.29
frlMnNZkwIfK,1,credit_card,1,91.3,10.96
vkJkawHwMxHz,1,credit_card,2,530.47,63.66
MkclTFFe4Mf5,1,wallet,1,192.41,23.09
XZqvwXONvpUO,1,credit_card,6,245.57,29.47
txD5t3ZhTLa1,1,credit_card,2,452,54.24
ZcGHN6kqHOhf,1,wallet,1,254.24,30.51
kRLCwzhXYIob,1,wallet,1,618.28,74.19
WQMrpWAFf987,1,credit_card,2,591.88,71.03
LsXC0OpFSno8,1,credit_card,7,20.64,2.48
KpzPtypPHb4n,1,credit_card,2,80.61,9.67
qg2zjaeExjFd,1,credit_card,6,440.16,52.82
9La1YDy9PDH7,1,credit_card,8,175.32,21.04
NSa3Od0wvDIf,1,credit_card,2,59.49,7.14
UtCLDzcPKksZ,1,wallet,1,416.48,49.98
FmcDEeFEMirN,1,credit_card,5,213.38,25.61
L5XVCh28ClDT,1,credit_card,3,45.96,5.52
vnESuMvq0gJ7,1,credit_card,4,42.54,5.10
J7spWAMqSQ0u,1,credit_card,8,238.34,28.60
07B7qmxrDGYe,1,credit_card,5,221.86,26.62
av6Tdw2WjbKI,1,credit_card,4,51.8,6.22
ZiMlNZS9dLPd,1,credit_card,7,26.42,3.17
SEhajO7m1yIV,1,credit_card,1,342.56,41.11
tZTPLoywD0xj,1,credit_card,8,291.72,35.01
9RuJH0PRjrgX,1,credit_card,2,190.45,22.85
nIzOcud2amwA,1,credit_card,1,811.77,97.41
cmiKKR0A9HSt,1,credit_card,1,269.21,32.31
mbN9roprNTCw,1,credit_card,1,62.48,7.50
RhENPdobe1Q2,1,credit_card,1,320.07,38.41
tB8HzdNROffu,1,wallet,1,17.56,2.11
G85buXQCXYiN,1,credit_card,3,133.46,16.02
M067kENOsvgu,1,wallet,1,126.64,15.20
zNEu6j2vBjPW,1,credit_card,5,232.95,27.95
afX9uxRMN8Jc,1,credit_card,12,135.97,16.32
8BF8oYtscDaU,1,credit_card,2,14.98,1.80
znQ2QzFWmdUe,1,debit_card,1,228.67,27.44
rHYNNu059nhA,1,credit_card,5,721.74,86.61
qTXw5zbyqjpU,1,wallet,1,379.2,45.50
PCtHnOq1BC9V,1,credit_card,1,274.65,32.96
c9DSxLKcNwi5,1,credit_card,2,208.77,25.05
dxK3R5MGW8JK,1,credit_card,5,131.43,15.77
ifspIHXw4Vv3,1,credit_card,2,649.82,77.98
BhQJxQCNl71P,1,credit_card,2,162.5,19.50
jAFPDZeBTGDZ,1,credit_card,3,121.9,14.63
9GwHdP5EhH6q,1,credit_card,1,313.93,37.67
uDPbKOjxCsAW,1,credit_card,8,40.88,4.91
NsRC22nGBQMs,1,credit_card,3,20.65,2.48
ceUW9thT4DiA,1,credit_card,2,6.49,0.78
Y3WY9sDDUYOx,8,voucher,1,182.98,21.96
T8YI85geor0C,1,credit_card,8,84.76,10.17
Mf5L5vdWqvve,1,credit_card,3,364.98,43.80
SXEMmKlRIQUe,1,credit_card,15,165.97,19.92
IFNS2oWKYqbc,1,credit_card,1,188.79,22.65
nVHSQkdjou63,1,credit_card,1,181.7,21.80
V4Dk9kUic6WX,1,credit_card,3,62.04,7.44
isLhxWbTWPQ8,1,credit_card,1,1.18,0.14
K4MNFcTqnEps,1,credit_card,1,180.22,21.63
vZx4a0MJ3nb4,1,credit_card,3,128.23,15.39
x7NglH5TO4GP,1,credit_card,5,284.73,34.17
x2Anas9RnahS,1,credit_card,6,83.41,10.01
wKKQzb9dAUqX,1,credit_card,10,84.19,10.10
h72ROPYf0NZZ,1,credit_card,5,723.2,86.78
DANH5wY59VqJ,1,credit_card,1,161.86,19.42
TbtsPCw8WQLE,1,credit_card,10,844.98,101.40
xXuyshFfSGqs,1,credit_card,7,197.8,23.74
hJwNsBgwPR1T,1,credit_card,4,309.33,37.12
GdoYJd0L7kQo,1,credit_card,10,195.23,23.43
9hWh3oEXIk37,1,credit_card,1,122.65,14.72
wNuKbMnVl79G,1,wallet,1,169.17,20.30
JpjzehQbDbkj,4,voucher,1,33.48,4.02
wxmystJmVnr9,2,voucher,1,193.31,23.20
sjsJXS4dqORF,1,credit_card,6,236.3,28.36
mQN6gwjdKwDq,1,wallet,1,102.12,12.25
Q5PdpLChztLO,1,credit_card,8,8.06,0.97
MASBy0tcuRH6,1,credit_card,1,556.24,66.75
9LPKszMHCXmc,1,credit_card,1,251.33,30.16
Ay2v3IcvnEC0,1,wallet,1,208.51,25.02
C189p7vaCR3y,1,credit_card,8,132.47,15.90
oorEcQrWBvfl,1,credit_card,3,582.94,69.95
pdGMykmFFgDj,1,credit_card,7,5.78,0.69
rhdeebCOB6yj,1,credit_card,6,190.2,22.82
2JNCYLmdvAH2,1,wallet,1,49.65,5.96
L1o7ShmSYfns,1,credit_card,1,545.17,65.42
Nwgqc6RT3nva,1,credit_card,6,248.34,29.80
UWs6EG8yEllk,1,credit_card,8,256.06,30.73
jvf1jaFnBAOA,3,voucher,1,100.33,12.04
oBZnpKxgXjOQ,1,credit_card,6,260.46,31.26
6loUxcvLjhxa,1,credit_card,1,73.38,8.81
20mBCinOeGa8,1,wallet,1,514.6,61.75
E0xwRKhuvmc9,1,credit_card,8,486.55,58.39
FgH3tZB0TzFU,3,voucher,1,16.67,2.00
tz7MStBdMauL,1,wallet,1,128.61,15.43
peUUkDpH9uwp,1,credit_card,1,106.62,12.79
ZkOEw6dzDevL,1,credit_card,1,456.55,54.79
H5OhxoCXXNrU,1,credit_card,10,63.54,7.62
JbD5QB5SqOLw,1,credit_card,2,71.5,8.58
ycbzhxgrDweN,1,debit_card,1,215.54,25.86
nP0NxekWvvRJ,1,credit_card,2,150.12,18.01
cAEUtDk6gqka,1,credit_card,1,133.75,16.05
aUkfDCtjwPru,1,wallet,1,50.46,6.06
aCK1XHHf1fum,1,credit_card,1,58.58,7.03
KPBAw17tvH6l,1,credit_card,2,209.37,25.12
X8MtryPNwnEO,1,wallet,1,76.5,9.18
AuHyI7aHSWWD,1,credit_card,5,68.53,8.22
Ya0bKdSRN6cZ,1,credit_card,3,71.14,8.54
XCadlMhpZzya,1,credit_card,3,144.18,17.30
d02siLyNoFlG,1,credit_card,1,611.12,73.33
ksRHlp1aNMKn,1,credit_card,6,56.5,6.78
AuFgdyQ6UJEB,1,credit_card,8,916.5,109.98
tWUsg1GF5Yus,1,credit_card,1,175.95,21.11
rdDyNHlVOW9P,1,credit_card,4,52.37,6.28
8iC5QkxZE6H6,1,credit_card,1,608.28,72.99
yxQIOnuld7Vv,1,credit_card,7,226.14,27.14
xYJiyxsiUE5F,1,credit_card,4,603.3,72.40
m5KpxHvzaqjs,1,credit_card,5,596.27,71.55
5gehdPGMtZvR,1,wallet,1,159.07,19.09
m3Qw1ELsEPTB,1,wallet,1,68.8,8.26
1CJT3PJh131h,1,credit_card,10,96.63,11.60
ko2sUcaAMFvu,1,credit_card,1,238.25,28.59
r5MjD4B2pAqn,1,wallet,1,69.95,8.39
EL99Y78lnlDu,2,voucher,1,10.41,1.25
KZQmjZDKKrZT,1,credit_card,1,991.09,118.93
bQo7VI5x351c,1,credit_card,8,91.03,10.92
44v9NPOUgUsH,1,credit_card,12,1628.07,195.37
DbtyPnYiP8w7,1,credit_card,1,141.74,17.01
Bi61b60fIk02,1,wallet,1,262.38,31.49
kGYYO1k29uUn,1,wallet,1,336.31,40.36
ehE4rCz4Lk8C,1,credit_card,8,1048.57,125.83
ZP4Szmz7yHVF,1,credit_card,2,75.07,9.01
YpeuCkJBAADD,1,wallet,1,191.38,22.97
wZbKu5eqxBPY,1,credit_card,6,675.77,81.09
hlczNrG9OELh,1,credit_card,5,122.36,14.68
M95HRGwG9nTB,1,credit_card,3,324.06,38.89
wbWST0HtOM9N,1,credit_card,6,174.04,20.88
mT8HsPe0k5po,1,wallet,1,133.14,15.98
NwwWAkuPNHfJ,1,credit_card,1,666.71,80.01
cqahLCkCpvJX,1,credit_card,3,377,45.24
hkJ65f3ziGJY,1,credit_card,1,187.37,22.48
lRjC3RiT6wre,1,credit_card,1,126.87,15.22
W9JhidTkaJPs,1,wallet,1,1257.96,150.96
54FbBzdWakyi,1,credit_card,1,64.91,7.79
bs9I096kAHZt,1,credit_card,1,158.58,19.03
1DXRQXbvV7Yl,1,credit_card,5,812.76,97.53
ejc5FFFjFyMI,1,credit_card,6,165.25,19.83
pLNRchGrEzRm,1,credit_card,1,331.34,39.76
iljarHAQ7ucB,1,wallet,1,226.55,27.19
zE18xrJBI42T,1,credit_card,7,62.04,7.44
Lp7sq0wBVfdL,1,wallet,1,452.1,54.25
78QQHJ9LT2hl,1,credit_card,8,199.7,23.96
utfLirOjt9kh,1,credit_card,1,415.44,49.85
8KhRrIhsNxvv,1,credit_card,1,31.98,3.84
oG3rsFRMPIIP,1,credit_card,6,80,9.60
60fp1UUgwlZ2,1,credit_card,1,118.13,14.18
AxuCtMBE95Q6,1,credit_card,5,138.04,16.56
NeRlDWBFzVrY,1,wallet,1,274.12,32.89
Z9Qh4yggjxvA,1,wallet,1,111.51,13.38
nuxHMfCTs4o6,1,wallet,1,569.82,68.38
GLY89KCY1unu,1,credit_card,2,142.86,17.14
qpwK6IF8A40k,1,credit_card,2,80.39,9.65
yMY2Q7fAZNGk,1,credit_card,3,76.12,9.13
0ab7Qdrfjd6L,1,credit_card,3,29.9,3.59
AZNIkMV0GQwc,1,wallet,1,518.59,62.23
B4FfW1c4b0RB,1,credit_card,8,715.34,85.84
FqNLVRcdxYus,1,credit_card,15,366.52,43.98
BayplrPODMi0,1,credit_card,1,128.4,15.41
Vlmg9SZ5Upi7,1,credit_card,1,244.38,29.33
2uSUNpwYhV1v,1,credit_card,1,6.68,0.80
vp5po8LCVV4m,1,credit_card,1,68.56,8.23
Wx9yjtwXtWLe,1,credit_card,4,511.63,61.40
mDnheEPZyW3r,1,credit_card,1,10.03,1.20
3hThD6oeo1LZ,2,voucher,1,215.6,25.87
lddROTK2r5Vs,1,credit_card,1,362.39,43.49
qpAULIi51jb1,1,wallet,1,112.05,13.45
CxXJiEYrWElM,1,credit_card,10,162.36,19.48
htJ4x07DRsrb,1,credit_card,2,365.78,43.89
4sXpOMZtV10g,1,credit_card,10,33.71,4.05
5uCZZa4p5OPV,1,wallet,1,286.17,34.34
os0WhWTHd7pE,1,credit_card,1,98.97,11.88
8vxqmOm9GOUv,1,credit_card,1,88.75,10.65
aSbqZ4T7H01I,1,credit_card,6,192.94,23.15
8nlNlb1s8Hz2,1,credit_card,3,403.95,48.47
YSu3OASMqGlH,1,wallet,1,651.05,78.13
lbTT7IyG6SCf,1,wallet,1,94.42,11.33
yHxWGas6fi6v,1,credit_card,8,473.84,56.86
wK3k9U3GtUj4,1,wallet,1,111.3,13.36
TyCa5422qfaX,1,credit_card,5,134.66,16.16
Ip7ffdCaTOxu,1,credit_card,3,69.7,8.36
TaskRX14BMqP,1,credit_card,1,41.23,4.95
1UGTAHPbG2kx,1,wallet,1,19.37,2.32
FXhWHNVgKDSz,1,credit_card,5,129.95,15.59
shEj3d5DgnWR,3,voucher,1,145.48,17.46
W54T2YFFJXUc,1,wallet,1,29.89,3.59
aB7Bdebyo8ip,1,credit_card,1,285.34,34.24
EClJffXNHiEc,1,credit_card,1,190.38,22.85
mRN3efxRm1xS,1,credit_card,4,43.45,5.21
LCP8zwtkVMr1,1,credit_card,1,39.52,4.74
Yph35A0IZXae,1,credit_card,4,9.35,1.12
WXlkqMhw75jD,1,credit_card,3,80.57,9.67
4Jy5T3iRDT8o,1,credit_card,2,780.05,93.61
bj02U8rlSvPj,1,wallet,1,286.66,34.40
2A8sXputAJ5p,1,credit_card,3,317.24,38.07
hPOOw1LD1YUz,1,credit_card,2,77.38,9.29
ngScw4MN68oY,1,credit_card,10,909.31,109.12
depV0l0jMl1d,1,credit_card,10,224.52,26.94
6rlFVOjDbT9C,1,credit_card,5,26.42,3.17
dLop23iky8Mt,1,credit_card,5,75.31,9.04
agImkwCdcbNy,1,credit_card,3,1221.28,146.55
ZoNBB6anMOzd,1,wallet,1,272.61,32.71
2rHhjxl9k7FY,1,credit_card,3,36.32,4.36
DeLmR1DsjweJ,1,credit_card,2,161.96,19.44
s1hryolHTwrs,1,credit_card,1,62.1,7.45
fM6yikaWuKGZ,1,credit_card,3,277.86,33.34
lWUPRiJDIJkx,1,credit_card,9,164.6,19.75
X72gvxrRXB1n,1,credit_card,1,307.3,36.88
iIoh82rVV5fl,1,credit_card,3,458.46,55.02
lEWBYtCf0o8d,1,credit_card,3,274.88,32.99
DCwcZMDAZbwQ,1,credit_card,8,6.71,0.81
CYH5IQhhCIbA,1,credit_card,6,248.85,29.86
paPE6WXUPHQk,1,credit_card,4,27.93,3.35
KSnmPB9Y7bYt,1,wallet,1,649.82,77.98
YGPAtH7PQOug,1,wallet,1,124.01,14.88
hg5LcnQDjiX8,1,credit_card,1,321.69,38.60
wCs4UQYxlt3r,1,credit_card,5,147.37,17.68
14MKdSPFBjVO,1,credit_card,10,48.56,5.83
GQ0Ghv5emheE,1,credit_card,10,367.26,44.07
5yQHdJXAhRXb,1,voucher,1,33.48,4.02
lBKaKG4j0ui5,1,wallet,1,72.73,8.73
AuPMpf8VOSEl,1,credit_card,1,268.65,32.24
aMtwCLHHpoeJ,1,wallet,1,68.83,8.26
Ek27mZhuOoA9,1,wallet,1,141.52,16.98
MZQasNAI9hMb,1,wallet,1,42.28,5.07
B547ckd0Xk25,1,credit_card,1,257.1,30.85
V4vVTU7zHvzG,2,voucher,1,406.58,48.79
aUXtZtnIPDuq,1,wallet,1,261.37,31.36
GVhn8CFjreUV,1,credit_card,8,303.77,36.45
Dylnzoiyze7m,2,voucher,1,589.75,70.77
tjjVJ48RJRsX,1,credit_card,7,190.38,22.85
uHTFX5KZZ552,1,credit_card,1,117.59,14.11
cFwiYmJnyB33,1,wallet,1,375.74,45.09
HWPeqVNibzfn,1,wallet,1,48.23,5.79
Hlt9jp5x4xWS,1,credit_card,1,1293.26,155.19
SPk3B4arYlL8,1,credit_card,1,44.36,5.32
cxlRG51ZjuQw,1,credit_card,9,16.65,2.00
6sif1NcuL262,1,wallet,1,255.24,30.63
3QOBUjQztjdg,1,credit_card,7,78.35,9.40
zCHVrZ0GHK2Q,1,credit_card,1,37.1,4.45
VuMQXK4RMzGG,1,wallet,1,52.83,6.34
h3L9OFLCfZKT,1,credit_card,2,51.66,6.20
WBzNXQwnvf9N,1,credit_card,2,20.76,2.49
ybtQbouyUcON,1,credit_card,1,94.39,11.33
A9JeqVL0Pv3Q,1,credit_card,1,53.22,6.39
m2EF75bkS4Wg,1,credit_card,4,21.38,2.57
SW4Rjkf6N6K5,1,credit_card,8,314.26,37.71
26Nqi73tsPdj,1,credit_card,4,252.42,30.29
e0BhV0EOs2nG,1,wallet,1,79.16,9.50
3U8eAfCvZfvl,1,credit_card,4,436.98,52.44
QVxfahPatmer,1,wallet,1,154.54,18.54
pTMINIBlhxIU,1,credit_card,3,228.08,27.37
LlNbzb0KrAPT,1,wallet,1,128.82,15.46
noEO0wUeHCsN,1,credit_card,1,90.6,10.87
iHhoOx3ArRMf,1,credit_card,2,588.66,70.64
BVYCKGrYYMa1,2,voucher,1,798.53,95.82
ZZ2qAKpbDpWM,1,wallet,1,55.6,6.67
mBwXjSkuWt5v,1,credit_card,1,363.2,43.58
KxNffHUKrdcv,1,credit_card,6,56.22,6.75
